chapter_idx,title,total_score,avg_score,sentiment_words,positive_count,negative_count,neutral_count,sentiment_label
525,III,0.0,0,0,0,0,0,neutral
526,III,-2.0,-2.0,1,0,1,0,negative
527,XVI,0.0,0,0,0,0,0,neutral
528,I.,0.0,0,0,0,0,0,neutral
529,I,0.0,0,0,0,0,0,neutral
530,IV,0.0,0,0,0,0,0,neutral
531,III,0.0,0,0,0,0,0,neutral
532,III,0.0,0,0,0,0,0,neutral
533,II,2.0,2.0,1,1,0,0,positive
534,III,2.0,2.0,1,1,0,0,positive
535,III,0.0,0,0,0,0,0,neutral
536,IV,0.0,0,0,0,0,0,neutral
537,IV,-2.0,-2.0,1,0,1,0,negative
538,I,-2.0,-2.0,1,0,1,0,negative
539,XVIII,-4.0,-2.0,2,0,2,0,negative
540,II.,2.0,2.0,1,1,0,0,positive
541,III,0.0,0,0,0,0,0,neutral
542,II,0.0,0,0,0,0,0,neutral
543,III,0.0,0,0,0,0,0,neutral
544,IV,0.0,0,0,0,0,0,neutral
545,IV,0.0,0,0,0,0,0,neutral
546,I,0.0,0,0,0,0,0,neutral
547,IV,0.0,0,0,0,0,0,neutral
548,III,0.0,0,0,0,0,0,neutral
549,II,2.0,0.6667,3,2,1,0,positive
550,I,0.0,0,0,0,0,0,neutral
551,IV,-6.0,-0.1667,36,18,18,0,negative
