name,name_lower,occurrences,first_offset,chapters,num_chapters,context_sample
Право,право,8,32845,"4,21,108,115,125,134",6," благодарить будет. Право,
какая девушка, пре"
Видно,видно,8,41710,"5,6,13,71,88,106,121,143",8,"варивала об Андрее. Видно было, что о несчаст"
Лаврушка,лаврушк,8,51612,"6,115,266,269",4,"когда в дверь вошел
Лаврушка с какими‑то бумагам"
Поди,под,8,58491,"7,19,26,45,62,110,115,336",8,"‑‑ Наташа, чтò ты? Поди сюда, ‑‑ сказала гр"
Вдруг,вдруг,8,77471,"10,15,17,29,56,71,82,89",8,"ть
того, чтò будет. Вдруг послышался треск и "
Десалем,десал,8,104802,"13,14,55,70,85,89,262",7,"е, который входил с Десалем. ‑‑ Мы все поместим"
Калужскую,калужску,8,131864,"16,17,29,30,53,329",6,рмии с Рязанской на Калужскую дорогу и к Тарутинс
Калужской,калужск,8,132821,"16,29,30,33,52,144",6," от Москвы, было
на Калужской дороге. Итак нельзя"
Толь,толь,8,147717,"19,21,22,31,32,65,193",7,"одписал диспозицию. Толь прочел ее
Ермолову,"
Толем,тол,8,147893,"19,20,21,32,292,297",6,"зиция, составленная Толем, была очень хорошая"
Тарутина,тарут,8,151383,"20,30,31,32,54,58,61,289",8,"пяти верстах позади Тарутина, к тому месту, где "
Эка,эк,8,207359,"29,40,41,62,115",5,‑‑ Народу‑то! Эка народу!.. И на пушк
Человек,человек,8,217178,"30,44,76,102,125,143",6,"у, треплется в ней. Человек, не
знающий устройс"
Бородине,бородин,8,226182,"32,35,59,69,76,143,144,297",8," рана,
нанесенная в Бородине, уже целый месяц ви"
Вязьмы,вязьм,8,237351,"34,39,47,51,54,58",6," когда от Москвы до Вязьмы без сражения
растая"
Толстым,толстым,8,406010,"64,106,336",3,"ею свитой ‑‑ графом Толстым, князем Волконским,"
Ваша,ваш,8,408274,"64,104,144,336",4,"‑‑ Ваша светлость, ‑‑ сказа"
Елены,елен,8,608039,"90,132,136,316,325,336",6,"и повезли на
остров Елены, вдруг признав его "
Шиншин,шинш,8,796672,"109,110,157,241",4,"итым
человеком, как Шиншин."
Фридриха,фридрих,8,916720,"123,315,324,335,336",5," Лаудона,
Суворова, Фридриха, Бонапарта и их сра"
Начало,начало,8,1040933,"143,189,201,204,210,242,277",7, изд. 73 г. (т. IV. Начало приложения I) нет. 
Макар Алексеевичу,алексеевич,8,1083905,"144,222,279,323,330,332,336",7,чу ‑‑ в изд. 69 г.: Макар Алексеевичу
Бурьен,бурьен,8,1165240,"158,180,181,182,229,237,253,268",8,"ьонкой француженкой Бурьен. Встреча
старого кн"
Эпизод,эпизод,8,1166680,"162,194,211,246,260,277,279,306",8,"ется с фуражировки.
Эпизод с немцем. Возвращен"
Поездка,поездк,8,1186749,"210,218,222,228,234,253,277",7,Глава XII. Поездка князя Андрея и Пьер
Франсуа,франсу,8,1248046,"313,315,320,324,331,333,334,335",8,оссе (Beausset) Луи‑Франсуа‑Жозеф (1770‑‑1835) 
Шарль,шарль,8,1251381,"314,321,323,324,325,330,331",7,Вильнев Пьер‑Шарль (1763‑‑1806) ‑‑ с 1
Матвей Александрович,александрович,8,1257843,"316,317,325,327,330,332",6,митриев‑Мамонов гр. Матвей Александрович (1790‑‑1863) ‑‑ мас
Vous,vous,7,3801,"0,2,4,50,106",5,‑‑ Vous parlez de la pauvre
Ah,ah,7,16995,"2,42,102,106,111,115",6,‑‑ Ah! ‑‑ успокоенно и с 
Знаешь,знаешь,7,32526,"4,71,81,108,336",5,"‑‑ Знаешь, mon cher, ‑‑ сказа"
Рамбаля,рамбал,7,73196,"9,63,279,305",4,"Пьер вспомнил Рамбаля и назвал его полк, "
Молодой,молод,7,81716,"10,19,62,103,106,115,125",7,"оединились к ротам.
Молодой солдат с мертво‑бле"
Никола,никол,7,91580,"11,28,82,310,316,319",6,"оди, Иисус Христос, Никола угодник, Фрола и Ла"
Ярославле,ярославл,7,98953,"13,55,66,70",4,"ится с Ростовыми, в
Ярославле, княжна Марья, несм"
Десаль,десаль,7,100196,"13,69,87,89,146,336",6,"я, m‑llе Bourienne, Десаль и прислуга
княжны М"
Лицо,лицо,7,107884,"13,15,43,82,87,108",6,"осить, ни ответить. Лицо и глаза
Наташи долж"
Андрюши,андрюш,7,110052,"14,82,86,88,134",5,"жении своем то лицо Андрюши, которое
она знала "
Барклая,баркла,7,133788,"16,18,31,65,254,265,313",7," совету Бенигсена и Барклая,
дала бы сражение? "
Бородинское,бородинско,7,138278,"17,22,54,59,143,274",6,"жал утверждать, что Бородинское
сражение была побед"
Кремля,кремл,7,170038,"24,25,28,144,260,279",6,"ается об укреплении Кремля; потом делает
гениа"
Эй,эй,7,228808,"32,42,61,62,144",5,"‑‑ Эй, кто там? Войдите, "
Хотя,хот,7,256503,"39,115,117,123,144,336",6,"в лице и в посадке. Хотя и нельзя
было сказа"
Нынче,нынч,7,283488,"43,62,81,85,86,88,108",7,"‑‑ Нынче взяли, да ничего не"
История,истори,7,314120,"48,96,98,153,313,333,336",7, сообщился и Пьеру. История эта была о старом к
Красным,красным,7,337014,"54,58,59,305",4," русские войска под Красным и под
Березиной (в "
Красного,красного,7,340068,"54,58,60,305",4,"таяли наполовину до Красного, а
к корпусам пленн"
Алпатыч,алпатыч,7,348066,"55,180,263,264,265,269",6," и он стал кашлять. Алпатыч приехал в
Ярославль"
Прежде,прежд,7,416060,"66,67,87,110,121,125,336",7,"да
ощущаемого Бога. Прежде он искал Его в целя"
Савельич,савельич,7,427194,"67,71",2,"Но в январе приехал Савельич из Москвы, рассказа"
Лысых Горах,горах,7,528732,"82,158,180,200,210,310",6,"тор князя, живший в Лысых Горах на покое."
Отношение,отношени,7,672156,"98,228,278,292,294,308,310",7,"1) Отношение человека, совершивш"
Шерер,шерер,7,702289,"102,106,147,148,178,266,281",7,"После слов: Шерер, напротив, кончая: "
Конде,конд,7,728914,"104,105,313,319,336",5,", кроме членов дома
Конде. Посторонние лица, "
Марией,мари,7,887268,"118,121,168,316,322,324",6,"вперед
поздравляю с Марией‑Терезией."
Брюнне,брюнн,7,898512,"121,166,167",3,"Слов: в Брюнне, ‑‑ нет в Р. В."
Иосифа,иосиф,7,976159,"132,321,325,333,334",5,Вместо: Иосифа ‑‑ в I изд. 68 г.: 
Сцена,сцен,7,1162498,"154,171,185,256,276,278,288",7,"ячется в цветочной. Сцена ревности и поцелуй
"
Возвращение,возвращени,7,1163430,"156,162,168,219,222,234,246",7,"яснение между ними. Возвращение матери
и сына Друбе"
Обед,обед,7,1163875,"157,158,180,197,251,300,307",7,"Гости
идут к столу. Обед."
Аустерлицкого,аустерлицкого,7,1177809,"188,189,193,321,326,332,336",7,"йротером диспозиции Аустерлицкого
сражения. Генералы "
Empereur,empereur,6,5406,"0,25,33,49,53,324",6,‑‑ L'Empereur renvoie les drapeau
Sire,sire,6,15956,"2,51,145",3,"‑‑ Sire, me permettrez‑vous"
Пойдем,пойд,6,30909,"4,31,41,84,114,115",6,"ень важная дама. ‑‑ Пойдем, Nicolas. Ведь
ты п"
Какая,кака,6,33152,"4,69,90,96,336",5,‑‑ Какая шутка!
Особенно,особенно,6,34788,"4,82,89,180,203,234",6,ходило: это судьба. Особенно подумайте: maman да
Едва,едв,6,47199,"6,31,39,121,143",5,"ой соболезнует ему. Едва
только она услыхала"
Болконской,болконск,6,53080,"6,106,147,151,201,285",6,"й женился на княжне Болконской, и его
молчание и х"
Очевидно,очевидно,6,65695,"8,40,59,86,93,108",6,"ки вопросов и суда. Очевидно было, что все ответ"
Non,non,6,72069,"9,87,89,102,108",5,"‑‑ Non, Monseigneur, ‑‑ ск"
Ей,ей,6,113532,"14,57,89,114,115,123",6,"‑‑ Ей рассказывали, что М"
Князь,князь,6,124947,"15,102,106,108,113,237",6,"ются ехать куда‑то. Князь.
Андрей смутно прип"
Точно,точно,6,136261,"16,67,99,144,336",5,"дорогу, к Тарутину. Точно так же, как нельзя "
Лористона,лористон,6,138806,"17,30,32,59,290",5,"бели,
была присылка Лористона в лагерь Кутузова с"
Тарутиным,тарутиным,6,140117,"17,30,54,58,316,325",6,"русского войска под Тарутиным, совершилось измене"
Тарутинского,тарутинского,6,143453,"18,22,32,291,292,293",6,"е,
полученном после Тарутинского сражения. ‑‑ С 2‑го"
Багговута,багговут,6,159556,"21,144,292",3," наскакал на корпус Багговута в лесу, когда уже б"
Раевского,раевского,6,161898,"22,256,277,327",4,"в, толкнув
коленкой Раевского, стоявшего подле не"
Пруссии,прусси,6,168520,"23,35,75,90,167",5,"алии, в Австрии и в Пруссии. Мы не знаем
верно "
Его Величество Император,император,6,170925,"24,145,336",3,"ия ваши жестоки, но Его Величество Император и Король хочет
прек"
Каратаевым,каратаевым,6,184986,"26,28,47,48,288",5,"в
балагане, ночуя с Каратаевым, но иногда ходила к"
Вон,вон,6,207459,"29,109,123,143,144",5,"тервецы, награбили… Вон у того‑то сзади, на"
Брусье,брусь,6,214760,"30,32,296",3," состоят из дивизии Брусье, и что дивизия эта,"
Щербинин,щербин,6,220693,31,1,"ся человек. Это был Щербинин,
адъютант Коновницы"
Известие,извести,6,221297,"31,170,251,256,282,304",6,"‑‑ Известие верное, ‑‑ сказал Б"
Sta,sta,6,228457,"32,59,74,91,146,330",6,"ными, письма к m‑me Staël,
которые он писал"
Какие,каки,6,229515,"32,89,90,121,336",5,"и, подойди поближе. Какие ты привез мне весто"
Les,les,6,245992,"36,44,50,121,145,316",6,"а, тем больше силы. Les gros bataillons ont"
Впереди,вперед,6,259442,"39,46,52,71,118,123",6,"т
опять показались. Впереди усталым галопом, по"
Ура,ур,6,302239,"46,60,124,136",4,‑‑ Ура!.. Ребята… наши… ‑‑
Хорошо,хорошо,6,314777,"48,108,128,144",4,"а
смерти просит. ‑‑ Хорошо. И соберись они, но"
Правда,правд,6,315734,"48,71,84,108,134",5,"аричок, пропадаешь. Правда истинная;
безвинно "
Чичагов,чичаг,6,336600,"54,64",2,"узов, и Тормасов, и Чичагов, и
тот‑то, и тот‑то"
Жизнь,жизнь,6,348239,"55,85,180,209,218,256",6,"
небольших починок. Жизнь не останавливалась,"
Петров,петр,6,389299,"62,108,324,325,327,336",6,"‑ А вишь, сукин сын Петров, отстал‑таки, ‑‑ ск"
Смерть,смерть,6,434799,"69,106,267,289,307,310",6,"жна Марья в Москве. Смерть, страдания, последн"
Прощайте,прощайт,6,453766,"71,79,108,118,336",5,"озь слезы Пьеру. ‑‑ Прощайте,
пора спать."
Есть,есть,6,512110,"79,96,102,134,336",5,‑‑ Есть тысячи причин почем
Николеньки,николеньк,6,592646,"89,101,108,125,183,311",6,"‑‑ У Николеньки есть эта слабость, "
Иоанны,иоанн,6,630885,"93,313,316,318,320",5,"му Людовики ХІV‑е и Иоанны ІV‑е спокойно
дожив"
Коперника,коперник,6,694407,"101,146",2," и доказана система Коперника, одно признание
тог"
Мортемара,мортемар,6,705974,"102,148,336",3,ляться в виконта де‑Мортемара.
Курагину,курагин,6,756851,"108,152,246,247,277",5,"ил кончая: поехал к Курагину. ‑‑ в Р. В.:
Ему пр"
Жюли Ахросимовой,ахросимов,6,803737,"109,136,157,158,239,248",6,"алеко от Сони подле Жюли Ахросимовой,
отвечая на ее ласк"
Екатерины,екатерин,6,824935,"112,316,321,324,325",5,"представителей века Екатерины. Говорили, что боль"
Друбецкая,друбецка,6,826701,"112,150,153,155,158",5,"8 г.: милая княгиня
Друбецкая, Анна Михайловна ‑‑"
Болконскому,болконском,6,900040,"121,185,228,240,243,272",6," человеком, передал Болконскому желание
императора "
Отступление,отступлени,6,1113049,"144,163,166,175,177,193",6," XI, под заглавием: Отступление французов из
Москвы"
Появление,появлени,6,1160490,"148,149,161,172,279,305",6,"ия тетушки хозяйки. Появление
на вечере Пьера Без"
Отъезд,отъезд,6,1160776,"149,158,235,246,253,289",6,о встреча с Пьером. Отъезд князя Василия с доч
Бориса Друбецкого,друбецкого,6,1163377,"156,184,185,208,224",5,"д к Пьеру в комнату
Бориса Друбецкого, разговор и объясне"
Получение,получени,6,1173348,"180,200,229,245,258,282",6,Глава III. Получение старым князем Никол
Сперанского,сперанского,6,1190407,"219,221,226,316,322,334",6,"форм и апогей славы
Сперанского. Князь Андрей на пр"
История Верещагина,верещаг,6,1216752,"278,279,314,319,323",5,"у графа
Растопчина. История Верещагина."
Принимал,принимал,6,1244820,"313,314,315,325,334",5,"нерал‑губернатором. Принимал
участие в походе 18"
Петр Михайлович,михайлович,6,1252361,"314,318,320,330,333,336",6,Волконский кн. Петр Михайлович (1776‑‑1852) ‑‑ ген
Письмо,письмо,5,1830,"0,209,228,230,245",5,"го угодника Сергия.
Письмо это почиталось обра"
Уже,уж,5,2484,"0,31,45,108",4,ческому настроению. Уже довольно много собр
On,on,5,3348,"0,26,102",3,‑‑ On dit que la pauvre c
Oh,oh,5,3451,"0,26,44",3,"‑‑ L'angine? Oh, c'est une maladie "
Билибину,билибин,5,4856,"0,119,121,125,168",5,"вловна обратилась к
Билибину, который в другом к"
Христа,христ,5,6756,"0,48,53,316,317",5,"Иерусалим, приемлет Христа своего"", ‑‑ вдруг у"
Между,межд,5,13030,"1,36,91,110,115",5,"х донесений
от вас. Между тем от 1‑го сентябр"
Ярославль,ярославль,5,13073,"1,6,13,55,289",5,"бря получил я через Ярославль, от
Московского гла"
Московского,московского,5,13087,"1,315,322,329,332",5,"через Ярославль, от
Московского главнокомандующего,"
Moscou,moscou,5,14487,"2,9,106,136",4,"за, ‑‑
l'abandon de Moscou."
Votre Majest,majest,5,16752,"2,51,137",3,gnent seulement que Votre Majesté par bonté de coeur
Eh,eh,5,17174,"2,28,102,108,123",5,"‑‑ Eh bien, retournez à l"
Napol,napol,5,18721,"2,24,53,141,333",5,"erons avec plaisir… Napoléon ou moi, ‑‑
сказа"
Рассказы,рассказ,5,19888,"3,121,149,187,210",5," над его погибелью.
Рассказы, описания того врем"
Никита Иваныч,иваныч,5,30446,"4,82,114,158",4,"‑‑ А! Никита Иваныч, ‑‑ сказал Николай,"
Мальвинцевой,мальвинцев,5,32130,"4,5,285",3," когда откланивался Мальвинцевой. При
упоминании о к"
Княжну,княжн,5,32715,"4,13,71,79,102",5,‑‑ Княжну сосватаю. Катерина 
Впечатление,впечатлени,5,36699,"5,221,225,242",4," Она была
печальна. Впечатление потери отца, соедин"
Больше,больш,5,38865,"5,15,81,121,144",5,"м большое значение. Больше же
всего она при св"
Свободы,свобод,5,50818,"6,99,311",3,"он. ""Чтò мне нужно? Свободы, развязки с Соней. "
Троицы,троиц,5,53591,"6,7,13,55,329",5,Оба письма были из Троицы. Другое письмо было
Положение,положени,5,53823,"6,64,78,87,214",5,"ехал вместе с ними. Положение его было очень
опас"
Дуняше,дуняш,5,60188,"7,55,56,57",4,"ала всем, и
тебе, и Дуняше. Я видела, что он л"
Третий,третий,5,76166,"10,18,28,92,242",5,"приплюснутым носом. Третий был дворовый,
лет 4"
Иисус Христос,христос,5,91565,"11,41,87,88,118",5,"‑‑ Господи, Иисус Христос, Никола угодник, Фр"
Лавра,лавр,5,91604,"11,15,334",3,"ла угодник, Фрола и Лавра, Господи Иисус
Хрис"
Каждый,каждый,5,94508,"12,77,96,115,120",5,"сталость и болезнь. Каждый день
утром и вечеро"
Там,там,5,98182,"12,19,67,118,125",5,"свою любимую
песню. Там было: ""родимая, бер"
Люди,люд,5,103200,"13,21,39,96",4,‑‑ Люди сказывают: всё в то
Слева,сл,5,103587,"13,62,75,111,115",5,Отворились дверцы. Слева была вода ‑‑ река б
Тогда,тогд,5,105108,"13,88,108,125,336",5," раз видела княжна. Тогда он был бойкий, весе"
Andr,andr,5,114606,"14,103,132,134,143",5,"‑‑ André, ты хоч… ‑‑ вдруг "
Куда,куд,5,128919,"15,31,42,61,96",5,"""Куда он ушел? Где он теп"
Тарутину,тарутин,5,133943,"16,17,20,33",4,"Наполеон, подойдя к
Тарутину, атаковал бы русски"
Впоследствии,впоследстви,5,135577,"16,115,314,319,331",5, и ближе к запасам. Впоследствии бездействие француз
Калуге,калуг,5,136111,"16,17,33,64,323",5,"
обилие провианта в Калуге заставили нашу арми"
Colonne,colonne,5,148009,"19,21,58,146",4,"""Die erste Colonne marschirt940 туда‑т"
Тарутинское,тарутинско,5,163001,"22,59,144,292",4," Всякое
сражение ‑‑ Тарутинское, Бородинское, Аусте"
Египте,египт,5,168488,"23,25,76,323",4,"
изумительна, чем в Египте, в Италии, в Австри"
Германии,германи,5,169063,"23,314,327,330",4,"ы, которая велась в Германии. Но нам признавать "
Борода,бород,5,186183,"26,35,50,59,274",5,венной в их породе. Борода и усы обросли нижню
Вид,вид,5,187004,"26,169,171,174,288",5,"я и самодовольства. Вид
этих босых ног напо"
Смотри,смотр,5,207398,"29,108,144,184",4,"пушках‑то навалили! Смотри: меха… ‑‑
говорили "
Вечер,вечер,5,212451,"29,132,179,281,284",5,"Становилось светло. Вечер уже кончился, но но"
Дорохова,дорох,5,214632,"30,32",2,"артизанского отряда Дорохова, ходившего налево
о"
Фоминское,фоминско,5,215135,"30,296",2,"иться; послан был в Фоминское
небольшой отряд, ко"
Наполеоновской,наполеоновск,5,215945,"30,32,298,299,332",5,"ь город
против всей Наполеоновской армии. В Смоленске,"
Благодарю Тебя,теб,5,230125,"32,86,87,88,108",5," ‑‑ Спасена Россия. Благодарю Тебя, Господи! И он
запл"
Напротив,напротив,5,236624,"34,72,89,90,336",5,"ут растопить снега.
Напротив, чем больше тепла, "
Победа,побед,5,240011,"35,60,145,166,186",5,ава и силы Франции. Победа французов под Иеной
Шамшевой,шамшев,5,253648,"38,39,50",3,Микулиной к деревне Шамшевой. С левой стороны до
Ребята,ребят,5,302246,"46,63,124,125,146",5,‑‑ Ура!.. Ребята… наши… ‑‑ прокричал
До,до,5,316661,"48,82,110,136,144",5,начальствам значит. До царя доходило. Пока
Оршу,орш,5,330683,"52,53",2,"ороге, на Красное и Оршу ‑‑ по пробитому
сле"
Петре Ильиче,ильич,5,353684,"55,56,89,336",4,"ем. ‑‑ Несчастье, о Петре Ильиче… письмо, ‑‑
всхлипн"
Константин Павлович,павлович,5,402584,"64,306,312,319",4,"иехал великий князь
Константин Павлович, делавший начало ка"
Турцией,турци,5,404546,"64,65,76,320,327",5,"я заключения мира с Турцией, помимо Кутузова, о"
Вилларский,вилларский,5,422575,67,1,"комый масон ‑‑ граф Вилларский, ‑‑ тот самый, кото"
Голицына,голиц,5,475001,"74,86,316,322",4," Аракчееву, поощряя Голицына и мистицизм,
потом "
Павла,павл,5,488322,"76,315,316,322",4,"сти
делают характер Павла I, признающего его "
Энгиенского,энгиенского,5,488490,"76,102,146,149,313",5," ему в руки герцога Энгиенского и нечаянно
заставля"
Болконских,болконских,5,526919,"81,151,152,210,248",5,". Родные Ростовых и
Болконских иногда съезжались г"
Руссо,руссо,5,546752,"83,89,93,102",4,"ды сообщил ей мысли Руссо, с
которыми он был "
Людовика Филиппа,филипп,5,631597,"93,316,318,322,335",5,"она, на Карла X, на
Людовика Филиппа, на республиканское"
Готфридов,готфрид,5,635661,"93,315",2," ли изучением
жизни Готфридов и Людовиков и их да"
"Русском
Вестнике",вестник,5,699331,"101,142,336",3,"а"", напечатанном в ""Русском
Вестнике"" 1865‑‑1866 гг., ме"
Georges,georges,5,716058,"102,103,316",3,"ениальности
великой Georges. Кто не знает этой "
Петруша,петруш,5,760105,"108,110",2,"Вместо: Вот он, Петруша, милый друг кончая:"
Мими,мим,5,773167,"108,153",2,"ая: Видите?… Кукла… Мими… ‑‑ в
Р. В.: ‑‑ Мам"
Жюли Карагина,караг,5,801484,"109,111,113,125,239",5,Вместо: улыбающаяся Жюли Карагина пошла с Николаем к 
Макка,макк,5,854565,115,1,дробности разговора Макка с главнокомандующим
Павлоградского,павлоградского,5,1166577,"162,165,175,211,256",5,"колай Ростов, юнкер Павлоградского гусарского полка, в"
Толки,толк,5,1167407,"164,197,233,266,281",5,"нс. Давка
на мосту. Толки проходящих солдат. "
Николаем Андреевичем Болконским,болконским,5,1173372,"180,184,185,243,278",5,"чение старым князем Николаем Андреевичем Болконским
известия о приезде "
Долгорукова,долгорук,5,1176434,"185,187,189",3,ким и Борисом князя Долгорукова. Рассказ Долгоруков
Недовольство,недовольство,5,1178498,"189,282,306,307",4,"порядка
и путаницы. Недовольство австрийцами. Начало"
Описание,описани,5,1181383,"196,274,279,294,308",5,"ихайловной о
Пьере. Описание настроения в Москве"
Баздеева,базде,5,1184807,"207,278,279",3,д на станцию масона Баздеева
Объяснение,объяснени,5,1195580,"230,235,278,310",4," избиение Митиньки.
Объяснение старого графа с сын"
Людвиг,людвиг,5,1252813,"315,318,324,327",4,ьцоген ‑‑ фон барон Людвиг‑Юстус (1774‑‑1845) 
Гердер Иоганн,иоганн,5,1254586,"315,316,318,321,333",5,Гердер Иоганн‑Готфрид (1744‑‑1803
Служил,служил,5,1261681,"316,320,321,325",4,"венник Сперанского. Служил
в министерстве инос"
Безуховой,безухов,4,2713,"0,83,244,282",4,"ыла болезнь графини Безуховой.
Графиня несколько "
Кутайсов,кутайс,4,9625,1,1," Тучков,
Багратион, Кутайсов. Тоже и печальная с"
Каково,каково,4,10267,"1,85,336",3,‑‑ Каково положение государя!
Russe,russe,4,13730,"2,141",2,"о quoique étranger, Russe de
coeur et d'âme,8"
Совсем,совс,4,32908,"4,43,87,108",4,"‑‑ Совсем нет, ‑‑ как бы обид"
Богучарове,богучаров,4,54745,"7,79,210,265",4,"шего свою встречу в Богучарове
с княжной Марьей, с"
Кремль,кремль,4,68436,"9,25,144",3,"ь уцелевшие церкви. Кремль, неразрушенный, бел"
Monseigneur,monseigneur,4,72074,"9,103",2,"‑‑ Non, Monseigneur, ‑‑ сказал он, неож"
Votre,votre,4,72265,"9,102,110",3,‑‑ Votre nom? ‑‑ повторил Да
Толпа,толп,4,82067,"10,60,64,279",4," втащил его в
роту. Толпа русских и французов"
Таким,таким,4,85657,"11,32,66,146",4,"тывать другую
ногу. Таким образом аккуратно, "
Тоже,тож,4,86742,"11,60,63,108",4,"ва Богу, обиды нет. Тоже люди и худые, и доб"
Жили,жил,4,90318,"11,324,330,336",4,"шка косить
выходил. Жили хорошо. Христьяне н"
Платоша,платош,4,97615,"12,144,336",3,"о звали соколик или Платоша, добродушно трунили"
Любовь,любовь,4,124196,"15,309",2,"""Любовь мешает смерти. Любо"
Казалось,казалось,4,130723,"16,18,108,115",4,"стоянно руководима. Казалось бы, всё равно
поним"
Тарутинской,тарутинск,4,135927,"16,25,313",3,", и не было мысли о Тарутинской позиции; но
бесчисл"
Cette,cette,4,139377,"17,25,143,144",4," pour sa personne..
Cette lettre n'étant à au"
Винцингероде,винцингерод,4,143908,"18,68,144,146",4,"апортам от генерала
Винцингероде вижу я, что неприят"
Отсутствие,отсутстви,4,169446,"23,27,251,282",4,"и до выхода из нее. Отсутствие жителей и
депутации"
Воспитательный Дом,дом,4,176690,"24,69,132,336",4,"монарха. Он посетил Воспитательный Дом и,
дав облобызать с"
Грабежи,грабеж,4,180983,"25,68,278,279",4,"""Грабежи продолжаются в горо"
Соколов,сокол,4,188741,"26,28,317",3,"ер, один из солдат, Соколов, был при смерти
бол"
Нея,не,4,206335,"29,52,53",3,лись войска и обозы Нея.
Видишь,видишь,4,207817,"29,84,106,336",4,"о самого Наполеона. Видишь, лошади‑то какие! в"
Малоярославцу,малоярославц,4,230516,"33,316,323",3,"ом. Дохтуров идет к
Малоярославцу, но Кутузов медлит "
Мутона,мутон,4,232101,"33,323",2,"остодушного солдата Мутона, сказавшего то, чтò"
Шамшева,шамш,4,254260,"38,304",2,"ь спокойно
дойти до Шамшева и тогда, соединивши"
Тихон Щербатый,щербатый,4,266553,"40,41,300",3,Тихон Щербатый был один из самых н
Возьмите,возьмит,4,277716,"42,120,144",3,‑‑ Возьмите пожалуста себе. У м
Mot,mot,4,286776,"44,87,146",3,‑‑ Mot d'ordre?974 ‑‑ Доло
Оба,об,4,288197,"44,71,108,125",4,"ехом сказал другой. Оба
замолкли, вглядывая"
Лихачев,лихач,4,293429,45,1,"‑‑ Нет; а… Лихачев, кажется, тебя зват"
Убит,убит,4,304237,"46,313,317,335",4,‑‑ Убит?! ‑‑ вскрикнул Дени
Жюно,жюно,4,305643,47,1,"ыми обозами маршала
Жюно, конвоируемого Вест"
Московском,московск,4,308341,"47,202,319,336",4," которой он лежал в Московском гошпитале, и, по ме"
Маменька,маменьк,4,356040,56,1,‑‑ Маменька!.. голубчик!.. Я ту
Маша,маш,4,360354,"57,82",2,"‑‑ Маша, ‑‑ сказала она, ро"
Аракчееву,аракчеев,4,374466,"59,74,86,265",4,"ловек,
который лжет Аракчееву с целью угодить гос"
Черти,черт,4,384883,"61,83,144,336",4,"Эй вы, шестой роты! Черти, дьяволы! Подсоби… "
Какое,како,4,392255,"62,70,111,144",4,"‑‑ Какое врать, правда истин"
Пфулем,пфул,4,398365,"64,141,254,315",4,был составлен план (Пфулем же) поимки Наполеон
Березинская,березинска,4,398536,"64,146,306",3," на том, что именно
Березинская переправа погубила "
Александр Первый,первый,4,411546,"65,172,295,336",4,"Александр Первый, для движения народ"
Граф,граф,4,440036,"70,109,115,153",4,"ла княжна Марья. ‑‑ Граф и
графиня будут на‑"
Ни,ни,4,448518,"71,82,115,123",4,"‑‑ Ни разу, никогда. Всег"
Завтра,завтр,4,457503,"71,82,120",3,изволите приказать? Завтра изволите ехать? ‑‑ 
Шатобриана,шатобриан,4,474146,"74,91,146",3,"я, Шеллинга, Фихте, Шатобриана и проч., проходят п"
Священный Союз,союз,4,474955,"74,93",2,"уцию Польше, сделав
Священный Союз, дав власть Аракчее"
Кесаря,кесар,4,486122,"76,92,115",3,", что это похоже на Кесаря
и Александра Македо"
Мака,мак,4,488803,"76,115,161,162",4,"ечаянно
нападает на Мака с австрийцами, кото"
Иногда,иногд,4,512226,"79,82,110,336",4, сказал он тихо. ‑‑ Иногда тяжело.
Богучарова,богучар,4,520523,"81,268,270",3,Однажды летом из Богучарова был вызван староста
Дрона,дрон,4,520575,"81,267,268",3,"заменивший умершего
Дрона, обвиненный в разны"
Федора,федор,4,548042,"84,87",2,"чил письмо от
князя Федора, призывавшего его в"
Хоть,хоть,4,552137,"84,110,115",3,"ился… А каково мне? Хоть бы
ты детей пожалел"
Беловой,белов,4,557931,85,1,"
подарков на платье Беловой, ни игрушек племянн"
Конвент,конвент,4,629576,"93,321",2,"дет доказывать, что Конвент,
Директория и Бонап"
Confessions,confessions,4,711090,"102,328",2," ‑‑ почему не любят Confessions,1041 тогда как
Nouv"
Buonaparte,buonaparte,4,720641,"102,103,313,324",4,"terrible mameluk de Buonaparte,1057 и что ужасный "
Жерменом,жермен,4,728774,"104,329,330,336",4,"его отцу графом
Сен‑Жерменом. Капли эти, как изв"
Понимаешь,понимаешь,4,767748,"108,145,336",3,"ал Анатоль Пьеру ‑‑ Понимаешь?.. Англичанин
хваст"
Молодежь,молодежь,4,783477,"108,153,206,234",4,частливый 1809 год. Молодежь собралась опять в д
Илья,иль,4,794283,"109,125,256,269",4,Вместо: Илья. ‑‑ в Р. В.: Еlіе.
"Жюли
Ахросимова",ахросим,4,811463,"110,111,136",3," неучтиво и мрачно. Жюли
Ахросимова, улыбаясь, подошла "
Тимохина,тимох,4,848576,"114,159,176",3,"нием хватал
за руку Тимохина)."
Штраух,штраух,4,858459,"115,161",2,"ь, только мы вышли, Штраух идет. Надо было вид"
Кирстена,кирстен,4,880025,"116,117",2,"ющий
штаб‑ротмистра Кирстена."
Терезией,терези,4,887275,"118,121,168,322",4,поздравляю с Марией‑Терезией.
Ауэрсперга,ауэрсперг,4,904785,"121,312",2,"Вместо: Ауэрсперга и проч. ‑‑ в Р. В.,"
